,State,lon,lat,Crop,Fraction,harv_area,sw_depth,sw_dist,sw_suit,country,curr_yield,max_yield,elevation,awsc,prec_1,prec_2,prec_3,prec_4,prec_5,prec_6,prec_7,prec_8,prec_9,prec_10,prec_11,prec_12,srad_1,srad_2,srad_3,srad_4,srad_5,srad_6,srad_7,srad_8,srad_9,srad_10,srad_11,srad_12,tavg_1,tavg_2,tavg_3,tavg_4,tavg_5,tavg_6,tavg_7,tavg_8,tavg_9,tavg_10,tavg_11,tavg_12,tmax_1,tmax_2,tmax_3,tmax_4,tmax_5,tmax_6,tmax_7,tmax_8,tmax_9,tmax_10,tmax_11,tmax_12,tmin_1,tmin_2,tmin_3,tmin_4,tmin_5,tmin_6,tmin_7,tmin_8,tmin_9,tmin_10,tmin_11,tmin_12,wind_1,wind_2,wind_3,wind_4,wind_5,wind_6,wind_7,wind_8,wind_9,wind_10,wind_11,wind_12,gw_depth,ETo_1,ETo_2,ETo_3,ETo_4,ETo_5,ETo_6,ETo_7,ETo_8,ETo_9,ETo_10,ETo_11,ETo_12,Mode,init_start,init_end,dev_start,dev_end,mid_start,mid_end,late_start,late_end,init_start_month,init_end_month,init_days,dev_start_month,dev_end_month,dev_days,mid_start_month,mid_end_month,mid_days,late_start_month,late_end_month,late_days,kc_1,kc_2,kc_3,kc_4,kc_5,kc_6,kc_7,kc_8,kc_9,kc_10,kc_11,kc_12,ETc_1,ETc_2,ETc_3,ETc_4,ETc_5,ETc_6,ETc_7,ETc_8,ETc_9,ETc_10,ETc_11,ETc_12,precipitation_annual,rd,da,sf,eff_1,eff_2,eff_3,eff_4,eff_5,eff_6,eff_7,eff_8,eff_9,eff_10,eff_11,eff_12,IRn_1,IRn_2,IRn_3,IRn_4,IRn_5,IRn_6,IRn_7,IRn_8,IRn_9,IRn_10,IRn_11,IRn_12,IRnd_1,IRnd_2,IRnd_3,IRnd_4,IRnd_5,IRnd_6,IRnd_7,IRnd_8,IRnd_9,IRnd_10,IRnd_11,IRnd_12,PCWR_1,PCWR_2,PCWR_3,PCWR_4,PCWR_5,PCWR_6,PCWR_7,PCWR_8,PCWR_9,PCWR_10,PCWR_11,PCWR_12,harvested_1,PWD_1,SSWD_1,harvested_2,PWD_2,SSWD_2,harvested_3,PWD_3,SSWD_3,harvested_4,PWD_4,SSWD_4,harvested_5,PWD_5,SSWD_5,harvested_6,PWD_6,SSWD_6,harvested_7,PWD_7,SSWD_7,harvested_8,PWD_8,SSWD_8,harvested_9,PWD_9,SSWD_9,harvested_10,PWD_10,SSWD_10,harvested_11,PWD_11,SSWD_11,harvested_12,PWD_12,SSWD_12,tdh_gw,tdh_sw,PD_E_gw_1,PD_E_sw_1,ED_E_gw_1,ED_E_sw_1,PD_E_gw_2,PD_E_sw_2,ED_E_gw_2,ED_E_sw_2,PD_E_gw_3,PD_E_sw_3,ED_E_gw_3,ED_E_sw_3,PD_E_gw_4,PD_E_sw_4,ED_E_gw_4,ED_E_sw_4,PD_E_gw_5,PD_E_sw_5,ED_E_gw_5,ED_E_sw_5,PD_E_gw_6,PD_E_sw_6,ED_E_gw_6,ED_E_sw_6,PD_E_gw_7,PD_E_sw_7,ED_E_gw_7,ED_E_sw_7,PD_E_gw_8,PD_E_sw_8,ED_E_gw_8,ED_E_sw_8,PD_E_gw_9,PD_E_sw_9,ED_E_gw_9,ED_E_sw_9,PD_E_gw_10,PD_E_sw_10,ED_E_gw_10,ED_E_sw_10,PD_E_gw_11,PD_E_sw_11,ED_E_gw_11,ED_E_sw_11,PD_E_gw_12,PD_E_sw_12,ED_E_gw_12,ED_E_sw_12,PD_E_gw_max,PD_E_sw_max,PD_E,gross_an_irrig_req,PWD_max,Annual_elec_demand
1,Metarica,36.71129000000001,-14.37075,Maize,0.74408688,74.408688,556.0,10.151589120871174,9999,moz,4500,6000,624,105,256,212,157,58,6,4,2,2,5,11,65,199,17125,17066,16818,15921,15312,13558,14009,16551,19079,21251,19899,17328,24.9,25.1,24.6,23.8,21.9,20.0,19.8,20.9,23.0,25.7,26.2,25.3,31.5,31.6,31.1,30.3,28.5,26.6,26.1,27.2,29.3,31.9,32.5,31.6,18.4,18.5,18.1,17.2,15.4,13.5,13.5,14.6,16.7,19.4,20.0,19.0,1.4,1.5,1.8,1.7,1.9,1.7,2.0,1.9,2.3,2.1,2.0,1.9,26.663813,4.580063102627399,4.631205637835246,4.627818566667841,4.362883371147941,4.137092953418419,3.591870882479463,3.716735546546796,4.253835239474851,5.02922615789158,5.682059236094901,5.4094431126520295,4.789892208712569,region_1,01/10,31/12,01/01,28/02,01/03,30/03,01/04,30/05,10,12,91,1,2,58,3,3,29,4,5,59,0.806896551724138,0.9137931034482759,1,0.9830508474576272,0.8813559322033898,0,0,0,0,0.8,0.8,0.8,3.695637124189005,4.2319637725046215,4.627818566667841,4.288936195365773,3.6462514165721656,0.0,0.0,0.0,0.0,4.545647388875921,4.327554490121623,3.8319137669700556,977,0.79,1.6328748975,0.8764379880985194,3.695637124189005,4.2319637725046215,4.627818566667841,4.288936195365773,3.2309939515119632,0.0,0.0,0.0,0.0,4.545647388875921,4.327554490121623,3.8319137669700556,0.0,0.0,0.0,0.0,124.57723951806074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.152574650602024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09966179161444859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.408688,0.0,0.0,74.408688,0.0,0.0,74.408688,0.0,0.0,37.204344,0.0,0.0,74.408688,31.224013295833778,13010.005539930742,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.863813,20370.147923918175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19270980429312,8913.615028454946,1408.603918946538,1029775.43651875,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19270980429312,8913.615028454946,12.19270980429312,13010.005539930742,112.40644786500161,1603.628709529293
20,Cuamba,36.62538,-14.60481,Maize,0.77158294,77.15829400000001,568.0,13.907709774996176,9999,moz,4500,6000,593,105,252,209,147,55,6,4,3,2,5,15,67,200,17193,17155,16861,15883,15211,13516,13826,16637,18957,21098,19692,17314,25.2,25.3,24.7,23.9,21.9,20.0,20.1,20.8,23.8,26.8,26.9,25.4,32.1,32.1,31.6,30.7,28.8,26.9,26.6,27.3,30.3,33.3,33.4,31.9,18.4,18.4,17.9,17.0,15.0,13.2,13.6,14.3,17.3,20.3,20.4,19.0,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.0,2.2,2.0,2.3,1.8,2.1959953,4.652972013647071,4.703489836111208,4.618312309638158,4.405039306905553,4.14422041444712,3.688071171461507,3.738156693975953,4.315486981101401,5.096559269165783,5.765994307559096,5.575440431499427,4.778172737534133,region_1,01/10,31/12,01/01,28/02,01/03,30/03,01/04,30/05,10,12,91,1,2,58,3,3,29,4,5,59,0.806896551724138,0.9137931034482759,1,0.9830508474576272,0.8813559322033898,0,0,0,0,0.8,0.8,0.8,3.7544670730807406,4.298016574377484,4.618312309638158,4.330377623737663,3.65253324663136,0.0,0.0,0.0,0.0,4.612795446047277,4.460352345199541,3.8225381900273065,965,0.79,1.6328748975,0.8764379880985194,3.7544670730807406,4.298016574377484,4.618312309638158,4.330377623737663,3.2314403526892703,0.0,0.0,0.0,0.0,4.612795446047277,4.460352345199541,3.8225381900273065,0.0,0.0,0.0,0.0,126.32786818262687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.210928939420896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1010622945461015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.15829400000001,0.0,0.0,77.15829400000001,0.0,0.0,77.15829400000001,0.0,0.0,38.579147000000006,0.0,0.0,77.15829400000001,32.83281783116926,13680.340762987189,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3959953,27838.638008037356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625941890662753,12809.350467263228,180.52396339875418,1479843.4111007466,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625941890662753,12809.350467263228,1.5625941890662753,13680.340762987189,118.19814419220933,205.51796468148612
49,Cuamba,36.49438,-14.702810000000001,Maize,0.74819741,74.81974099999998,585.0,10.292711749179254,9999,moz,4500,6000,622,105,252,208,144,55,5,5,3,2,7,17,69,200,17244,17275,16997,15850,15238,13400,13881,16776,18925,21196,19729,17259,25.4,25.6,24.9,23.9,21.7,19.8,20.1,20.9,24.2,27.1,27.6,26.3,32.5,32.7,32.1,31.0,28.8,26.9,26.8,27.5,30.8,33.8,34.2,32.9,18.3,18.5,17.8,16.8,14.6,12.7,13.5,14.3,17.5,20.5,21.0,19.6,1.4,1.4,1.3,1.8,1.7,1.9,2.0,2.1,2.3,2.0,2.3,1.8,4.5810027,4.7178509709389305,4.739842790446927,4.58692528721608,4.465846548455308,4.127839628733726,3.6950925187250605,3.7648929972595226,4.3944947116214115,5.19651251550536,5.835106348849045,5.6715146211325695,4.889552713873498,region_1,01/10,31/12,01/01,28/02,01/03,30/03,01/04,30/05,10,12,91,1,2,58,3,3,29,4,5,59,0.806896551724138,0.9137931034482759,1,0.9830508474576272,0.8813559322033898,0,0,0,0,0.8,0.8,0.8,3.8068176799989994,4.331235653339434,4.58692528721608,4.39015423407471,3.638095943968708,0.0,0.0,0.0,0.0,4.668085079079236,4.537211696906056,3.9116421710987987,967,0.79,1.6328748975,0.8764379880985194,3.8068176799989994,4.331235653339434,4.58692528721608,4.39015423407471,2.503981139984638,0.0,0.0,0.0,0.0,4.668085079079236,4.537211696906056,3.9116421710987987,0.0,0.0,0.0,0.0,340.23444119522094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.341148039840698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27218755295617675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.81974099999998,0.0,0.0,74.81974099999998,0.0,0.0,74.81974099999998,0.0,0.0,37.40987049999999,0.0,0.0,74.81974099999998,85.74737774991549,35728.07406246478,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7810027,20621.364956008674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.946963023809543,24780.451988004457,802.5713313269603,2862845.2857361585,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.946963023809543,24780.451988004457,6.946963023809543,35728.07406246478,308.69055989969576,913.689370766196
60,Cahora_Bassa,32.09642,-16.35655,Maize,0.94016505,94.01650500000001,518.0,1.580848595831862,1,moz,4500,6000,539,105,180,144,76,26,5,2,0,1,2,10,69,170,18930,19224,19615,18492,17519,15600,16356,18920,21738,22520,20809,19303,25.4,25.0,24.3,23.1,20.3,18.0,17.9,19.9,22.7,26.1,26.3,25.0,33.6,33.2,32.6,31.3,28.5,26.2,24.9,26.9,29.7,33.1,33.3,32.0,17.2,16.8,16.1,14.8,12.1,9.7,10.9,12.9,15.7,19.1,19.3,18.0,1.6,1.4,1.7,2.0,1.6,1.6,1.8,2.0,2.6,2.7,2.6,2.1,11.826121,5.292643240819059,5.228707649688463,5.373680463124073,5.166060308864312,4.537640688481403,3.9796161280258153,4.0084801841770075,4.716863790220529,5.6901975097484065,6.27249320397044,5.930327480516621,5.340158766204827,region_1,01/10,31/12,01/01,28/02,01/03,30/03,01/04,30/05,10,12,91,1,2,58,3,3,29,4,5,59,0.806896551724138,0.9137931034482759,1,0.9830508474576272,0.8813559322033898,0,0,0,0,0.8,0.8,0.8,4.270615580522965,4.777956990232561,5.373680463124073,5.078499964646273,3.9992765390005585,0.0,0.0,0.0,0.0,5.0179945631763525,4.744261984413297,4.272127012963862,685,0.79,1.6328748975,0.8764379880985194,4.270615580522965,4.777956990232561,5.373680463124073,5.078499964646273,2.5239500545554114,0.0,0.0,0.0,0.0,5.0179945631763525,4.744261984413297,4.272127012963862,0.0,0.0,0.0,0.0,442.5979453335441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75326484445147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3540783562668353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.01650500000001,0.0,0.0,94.01650500000001,0.0,0.0,94.01650500000001,0.0,0.0,47.008252500000005,0.0,0.0,94.01650500000001,140.1650928520114,58402.122021671414,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.026121,22.31616971916637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.58738739623817,43.835956982474634,2956.0692200886774,5064.296763180896,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.58738739623817,43.835956982474634,25.58738739623817,58402.122021671414,504.5943342672411,3365.3445123419306
77,Mecuburi,38.79786,-14.1376,Maize,0.04128341,4.128341000000002,302.0,1.9761041135216468,1,moz,4500,6000,310,105,258,243,179,65,5,3,3,2,6,20,72,206,17195,17213,17331,16290,15569,14211,14134,16258,18610,20006,18909,17524,26.5,26.4,26.4,26.1,24.4,22.8,22.4,23.7,25.4,27.1,27.9,27.1,33.3,33.2,33.2,32.9,31.2,29.6,29.3,30.6,32.3,33.9,34.7,34.0,19.7,19.6,19.6,19.3,17.6,16.0,15.5,16.9,18.6,20.2,21.0,20.3,1.5,1.2,1.2,1.3,1.6,1.4,1.8,1.5,1.7,1.9,2.1,1.9,-0.0,4.777335040151065,4.650072431634966,4.675614821698952,4.47205006047069,4.316604404306995,3.84533080059433,3.9664789529006343,4.363138241429374,5.056812164155726,5.587046516294694,5.506167596186407,5.053087483612819,region_1,01/10,31/12,01/01,28/02,01/03,30/03,01/04,30/05,10,12,91,1,2,58,3,3,29,4,5,59,0.806896551724138,0.9137931034482759,1,0.9830508474576272,0.8813559322033898,0,0,0,0,0.8,0.8,0.8,3.8548151703287905,4.249204118562986,4.675614821698952,4.396252601818644,3.8044648987112497,0.0,0.0,0.0,0.0,4.469637213035756,4.404934076949126,4.042469986890255,1062,0.79,1.6328748975,0.8764379880985194,3.8548151703287905,4.249204118562986,4.675614821698952,4.396252601818644,2.5131596269881773,0.0,0.0,0.0,0.0,4.469637213035756,4.404934076949126,4.042469986890255,0.0,0.0,0.0,0.0,387.39158151692163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.913052717230721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30991326521353735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.128341000000002,0.0,0.0,4.128341000000002,0.0,0.0,4.128341000000002,0.0,0.0,2.064170500000001,0.0,0.0,4.128341000000002,5.387063744104928,2244.6098933770536,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,9.39522082270433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09059502056514745,0.7093001863725003,10.466295274261006,81.94429608109078,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09059502056514745,0.7093001863725003,0.09059502056514745,2244.6098933770536,19.393429478777744,11.915380440491825
89,Zumbu,31.216820000000002,-14.79204,Maize,1.7709631999999995,177.09632,835.0,26.323306137005826,9999,moz,4500,6000,994,105,264,228,163,32,6,3,3,1,2,10,81,228,16523,17538,18567,18286,16835,15157,15561,18598,20917,22285,20521,17463,22.8,22.6,22.2,21.3,19.2,17.0,17.0,19.5,22.9,25.0,24.5,23.2,30.3,30.1,29.7,28.8,26.7,24.5,23.4,25.9,29.3,31.4,30.9,29.6,15.4,15.1,14.7,13.8,11.7,9.5,10.6,13.2,16.6,18.6,18.2,16.9,2.0,2.2,2.3,2.5,2.1,2.2,2.4,3.0,3.6,3.3,2.7,2.5,2.3170145,4.637014801477644,4.898187015363327,5.085495320314587,4.994331831350467,4.401506654653381,3.9174927644090873,3.8613197571977746,4.723398389569427,5.6327295351754945,6.117654757351986,5.577936649959271,4.811154220124988,region_1,01/10,31/12,01/01,28/02,01/03,30/03,01/04,30/05,10,12,91,1,2,58,3,3,29,4,5,59,0.806896551724138,0.9137931034482759,1,0.9830508474576272,0.8813559322033898,0,0,0,0,0.8,0.8,0.8,3.7415912536060993,4.475929514038902,5.085495320314587,4.90968213929368,3.8792940007114542,0.0,0.0,0.0,0.0,4.8941238058815895,4.462349319967417,3.8489233760999904,1021,0.79,1.6328748975,0.8764379880985194,3.7415912536060993,4.475929514038902,5.085495320314587,4.90968213929368,3.2475958528053517,0.0,0.0,0.0,0.0,4.8941238058815895,4.462349319967417,3.8489233760999904,0.0,0.0,0.0,0.0,189.50944437183082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3169814790610275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15160755549746466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.09632,0.0,0.0,177.09632,0.0,0.0,177.09632,0.0,0.0,88.54816,0.0,0.0,177.09632,113.04901121177583,47103.75467157327,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5170145,52801.34761278426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.572010091732444,83653.23536639007,643.7252569449648,9664322.12863494,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.572010091732444,83653.23536639007,5.572010091732444,47103.75467157327,406.976440362393,732.8506538999953
93,Maravia,31.48875,-14.926739999999999,Maize,0.19962199,19.962199,835.0,10.446498538748383,9999,moz,4500,6000,878,105,263,226,167,37,6,5,3,1,2,7,79,228,16720,17739,18541,18153,16792,14875,15439,18472,21037,22446,20537,17736,23.4,23.1,22.7,21.9,19.5,17.4,17.4,20.1,23.8,26.4,25.5,24.2,31.9,31.5,31.1,30.3,27.9,25.8,24.1,26.8,30.5,33.0,32.2,30.8,15.0,14.7,14.3,13.5,11.1,9.0,10.8,13.5,17.2,19.7,18.8,17.5,1.9,1.9,2.1,2.3,2.0,2.0,2.1,2.7,3.4,3.5,2.6,2.3,3.7529285,4.833742158641713,5.008415609577238,5.203487737746843,5.117832528266239,4.512569337713272,3.9649327543883803,3.8413602946556025,4.768909450678155,5.8015086624453645,6.437680629985689,5.742985229589278,4.97681417120433,region_1,01/10,31/12,01/01,28/02,01/03,30/03,01/04,30/05,10,12,91,1,2,58,3,3,29,4,5,59,0.806896551724138,0.9137931034482759,1,0.9830508474576272,0.8813559322033898,0,0,0,0,0.8,0.8,0.8,3.9003298797315895,4.576655643234373,5.203487737746843,5.031089604058336,3.9771797552727137,0.0,0.0,0.0,0.0,5.150144503988551,4.594388183671422,3.981451336963464,1024,0.79,1.6328748975,0.8764379880985194,3.9003298797315895,4.576655643234373,5.203487737746843,5.031089604058336,3.2545946276249746,0.0,0.0,0.0,0.0,4.0688407582752095,4.594388183671422,3.981451336963464,0.0,0.0,0.0,0.0,216.7755382943217,0.0,0.0,0.0,0.0,324.39112371400245,0.0,0.0,0.0,0.0,0.0,0.0,7.22585127647739,0.0,0.0,0.0,0.0,10.813037457133415,0.0,0.0,0.0,0.0,0.0,0.0,0.17342043063545737,0.0,0.0,0.0,0.0,0.25951289897120194,0.0,0.0,19.962199,0.0,0.0,19.962199,0.0,0.0,19.962199,0.0,0.0,9.9810995,0.0,0.0,19.962199,14.576223776887144,6073.4265737029755,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9529285,20934.907777789016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117612753964351,4276.485920110207,116.88713341311175,494055.45798079175,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117612753964351,4276.485920110207,1.0117612753964351,6073.4265737029755,52.474405596793716,133.07045393997726
98,Maua,37.24277,-13.96858,Maize,0.5197902,51.97902,527.0,6.823004432711714,9999,moz,4500,6000,587,105,264,231,171,66,4,2,2,1,4,9,69,195,16887,16778,16800,15867,15475,13877,13902,16538,19021,21080,19777,17341,25.1,25.0,24.9,24.6,22.3,20.6,20.6,21.5,23.1,25.7,26.8,25.5,32.3,32.2,32.2,31.8,29.6,27.8,27.5,28.4,30.1,32.7,33.7,32.4,17.8,17.7,17.7,17.4,15.1,13.4,13.7,14.6,16.2,18.8,19.9,18.6,1.7,1.7,1.6,1.5,1.8,1.7,1.9,1.9,2.1,2.0,2.2,1.8,21.433928,4.764690711334085,4.733983537786884,4.676466597053306,4.4190321452634365,4.2717525065059245,3.790526961826056,3.8225411563410168,4.394500123528341,5.081125814170623,5.722738074005879,5.628810599503456,4.870329717822072,region_1,01/10,31/12,01/01,28/02,01/03,30/03,01/04,30/05,10,12,91,1,2,58,3,3,29,4,5,59,0.806896551724138,0.9137931034482759,1,0.9830508474576272,0.8813559322033898,0,0,0,0,0.8,0.8,0.8,3.844612505007503,4.325881508667325,4.676466597053306,4.344133295343718,3.7649344125136963,0.0,0.0,0.0,0.0,4.578190459204704,4.503048479602765,3.896263774257658,1018,0.79,1.6328748975,0.8764379880985194,3.844612505007503,4.325881508667325,4.676466597053306,4.344133295343718,1.7562429192827989,0.0,0.0,0.0,0.0,4.578190459204704,4.503048479602765,3.896263774257658,0.0,0.0,0.0,0.0,602.6074479692692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.08691493230897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48208595837541535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.97902,0.0,0.0,51.97902,0.0,0.0,51.97902,0.0,0.0,25.98951,0.0,0.0,51.97902,105.50886598785215,43962.0274949384,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.633928,13705.644264536886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.467236495488734,20265.59587554996,3866.415361354458,2341251.3074029856,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.467236495488734,20265.59587554996,33.467236495488734,43962.0274949384,379.83191755626774,4401.730389242521
